Variable,Description,Position
T_33_10,"Label: Alex do PT - PT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Conhece bem/tem muitas informações sobre ele(a)
2,""Conhece pouco, tem algumas informações sobre ele(a)""
3,Conhece só de nome/só de ouvir falar
4,Não conhece/é a primeira vez que ouve falar o nome
5,NS/NR",45
T_34_1,"Label: Rose Modesto - PSDB
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",46
T_34_2,"Label: Marquinhos Trad - PSD
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",47
T_34_3,"Label: Alcides Bernal - PP
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",48
T_34_4,"Label: Athayde Nery - PPS
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",49
T_34_5,"Label: Coronel David - PSC
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",50
T_34_6,"Label: Professor Sidney - PSOL
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",51
T_34_7,"Label: Suel Ferrante - PSTU
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",52
T_34_8,"Label: Marcelo Bluma - PV
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",53
T_34_9,"Label: Dagoberto Nogueira - PDT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",54
T_34_10,"Label: Alex do PT - PT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza
2,Poderia votar
4,""Não votaria, com certeza""
5,NS/NR
99,Possivelmente não votaria",55
Q_35,"Label: Agora vamos avaliar como o(a) Sr(a) vai escolher seu candidato à PREFEITO DE CAMPO GRANDE...  8. Na hora de o(a) Sr(a) escolher um candidato a PREFEITO, QUAL dessas qualidades (LER OPÇÕES) é a mais importantes, que ele deve ter para merecer seu voto em 1º 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Ser honesto/não ser corrupto
2,""Ter capacidade administrativa, saber governar""
3,Ter apoios políticos
4,Ter experiência administrativa
5,Ser próximo do povo
6,Ser trabalhador
7,Cumprir o que promete
8,Ser competente / competência
9,Outro (especifique):
10,NS/NR",56
Q_35_S,"Label: Agora vamos avaliar como o(a) Sr(a) vai escolher seu candidato à PREFEITO DE CAMPO GRANDE...  8. Na hora de o(a) Sr(a) escolher um candidato a PREFEITO, QUAL dessas qualidades (LER OPÇÕES) é a mais importantes, que ele deve ter para merecer seu voto em 1º 
Format: A50
Measure: Nominal
Display Width: 50",57
T_36_1,"Label: Rose Modesto - PSDB
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",58
T_36_2,"Label: Marquinhos Trad - PSD
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",59
T_36_3,"Label: Alcides Bernal - PP
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",60
T_36_4,"Label: Athayde Nery - PPS
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",61
T_36_5,"Label: Coronel David - PSC
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",62
T_36_6,"Label: Professor Sidney - PSOL
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",63
T_36_7,"Label: Suel Ferrante - PSTU
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",64
T_36_8,"Label: Marcelo Bluma - PV
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",65
T_36_9,"Label: Dagoberto Nogueira - PDT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",66
T_36_10,"Label: Alex do PT - PT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Possui
2,Não possui
3,NS/NR",67
T_37_1,"Label: O mais honesto?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",68
T_37_2,"Label: O mais próximo do povo?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",69
T_37_3,"Label: O mais competente?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",70
T_37_4,"Label: O mais trabalhador?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",71
T_37_5,"Label: O que tem mais experiência/experiente?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",72
T_37_6,"Label: O que mais vai cumprir suas promessas?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",73
Q_38,"Label: 11. Se pudesse escolher, o(a) Sr(a) preferiria que o próximo Prefeito de Campo Grande fosse um homem ou uma mulher?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Homem
2,Mulher
3,""Tanto faz, não é relevante.""
4,NS/NR",74
Q_39,"Label: 12. Aqui estão alguns problemas que as cidades têm enfrentado atualmente. Pensando em Campo Grande, qual é o problema mais grave, que o próximo prefeito deve cuidar em 1º lugar? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Saúde
2,Segurança
3,Educação
4,Emprego
5,Situação das ruas (buracos)
6,Limpeza urbana
7,Habitação
8,Falta de creches
9,Iluminação pública
10,Transporte público
11,Saneamento básico/Falta de esgoto
12,Pobreza
13,Gestão/Administração da Prefeitura
14,Outro. Qual? (descreva):
15,NS/NR",75
Q_39_S,"Label: 12. Aqui estão alguns problemas que as cidades têm enfrentado atualmente. Pensando em Campo Grande, qual é o problema mais grave, que o próximo prefeito deve cuidar em 1º lugar?  [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 10",76
Q_40,"Label: 12.1. Na sua opinião, qual desses candidatos (MOSTRE DISCO 01) a prefeito tem mais condições de resolver este problema (CITE RESPOSTA DA P12)?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",77
Q_41,"Label: 13. E qual problema o próximo prefeito deveria cuidar, em 2º lugar?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Saúde
2,Segurança
3,Educação
4,Emprego
5,Situação das ruas (buracos)
6,Limpeza urbana
7,Habitação
8,Falta de creches
9,Iluminação pública
10,Transporte público
11,Saneamento básico/Falta de esgoto
12,Pobreza
13,Gestão/Administração da Prefeitura
14,Outro. Qual? (descreva):
15,NS/NR",78
Q_41_S,"Label: 13. E qual problema o próximo prefeito deveria cuidar, em 2º lugar? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 11",79
Q_42,"Label: 13.1. Na sua opinião, qual desses candidatos (MOSTRE DISCO 01) a prefeito tem mais condições de resolver este problema (CITE RESPOSTA DA P13)?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",80
Q_43,"Label: 14. E qual problema o próximo prefeito deveria cuidar, em 3º lugar?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Saúde
2,Segurança
3,Educação
4,Emprego
5,Situação das ruas (buracos)
6,Limpeza urbana
7,Habitação
8,Falta de creches
9,Iluminação pública
10,Transporte público
11,Saneamento básico/Falta de esgoto
12,Pobreza
13,Gestão/Administração da Prefeitura
14,Outro. Qual? (descreva):
15,NS/NR",81
Q_43_S,"Label: 14. E qual problema o próximo prefeito deveria cuidar, em 3º lugar? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 10",82
Q_44,"Label: 14.1. Na sua opinião, qual desses candidatos (MOSTRE DISCO 01) a prefeito tem mais condições de resolver este problema (CITE RESPOSTA DA P14)?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Rose Modesto - PSDB
2,Marquinhos Trad - PSD
3,Alcides Bernal - PP
4,Athayde Nery - PPS
5,Coronel David - PSC
6,Professor Sidney - PSOL
7,Suel Ferrante - PSTU
8,Marcelo Bluma - PV
9,Dagoberto Nogueira - PDT
10,Alex do PT - PT
11,Indeciso/NS
12,NR
13,Nenhum",83
Q_45,"Label: 15. Na sua opinião, o Prefeito Alcides Bernal está fazendo uma administração: ótima, boa, regular, ruim ou péssima?  Se regular, positiva ou negativa?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Ótimo
2,Bom
3,Regular positivo
4,Regular negativo
5,Ruim
6,Péssimo
99,NS/NR",84
Q_46,"Label: 15.1. Por que avalia dessa forma, ÓTIMO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,""Construção, reforma de ruas e avenidas/ tapa-buracos""
2,""Investimento na educação do município, construção de escolas""
3,Está trabalhando para desenvolvimento economico da cidade
4,""Investimento em habitação, construção de casas""
5,""É um prefeito honesto, cumpre as promessas, trabalhador e co""
6,""Está combatendo a miséria, fome dos moradores""
7,Desenvolvimento industrial
8,Geração de empregos com chegada de novas empresas na cidade
9,Construção e/ou reforma de postos de saúde (UPA's)
10,Investimento na área da segurança/câmeras nas ruas/mais poli
11,Novos programas na área da saúde/Saúde da Família PSF/Agente
12,Construção de creches e mais vagas
13,Melhoria no transporte urbano/público da cidade
14,Outro (descreva):",85
Q_46_S,"Label: 15.1. Por que avalia dessa forma, ÓTIMO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",86
Q_47,"Label: 15.2. Por que avalia dessa forma, BOM?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,""Construção, reforma de ruas e avenidas/ tapa-buracos""
2,""Investimento na educação do município, construção de escolas""
3,Está trabalhando para desenvolvimento economico da cidade
4,""Investimento em habitação, construção de casas""
5,""É um prefeito honesto, cumpre as promessas, trabalhador e co""
6,""Está combatendo a miséria, fome dos moradores""
7,Desenvolvimento industrial
8,Geração de empregos com chegada de novas empresas na cidade
9,Construção e/ou reforma de postos de saúde (UPA's)
10,Investimento na área da segurança/câmeras nas ruas/mais poli
11,Novos programas na área da saúde/Saúde da Família PSF/Agente
12,Construção de creches e mais vagas
13,Melhoria no transporte urbano/público da cidade
14,Outro (descreva):",87
Q_47_S,"Label: 15.2. Por que avalia dessa forma, BOM? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",88
Q_48,"Label: 15.3. Por que avalia dessa forma, REGULAR POSITIVO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Não investe em saúde (precária/ruim)/reforma e construção de
2,Falta construir e reformar escolas / creches
3,Falta asfaltar / recapeamento de ruas e avenidas
4,Gerar mais empregos para os moradores da cidade
5,Criar/ampliar o pólo industrial
6,Faltam políticas de combate ao desemprego
7,Falta investir em segurança/ diminuir a violência
8,""Fraco, não fez muito pela cidade""
9,""Falta investir em educação (novas escolas, merenda, transpor""
10,Não tem programa para combater a fome/miséria/pobreza
11,Falta construir novas casas/´programa habitacional
12,Outro (descreva):",89
Q_48_S,"Label: 15.3. Por que avalia dessa forma, REGULAR POSITIVO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",90
Q_49,"Label: 15.4. Por que avalia dessa forma, REGULAR NEGATIVO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Não investe em saúde (precária/ruim)/reforma e construção de
2,Falta construir e reformar escolas / creches
3,Falta asfaltar / recapeamento de ruas e avenidas
4,Gerar mais empregos para os moradores da cidade
5,Criar/ampliar o pólo industrial
6,Faltam políticas de combate ao desemprego
7,Falta investir em segurança/ diminuir a violência
8,""Fraco, não fez muito pela cidade""
9,""Falta investir em educação (novas escolas, merenda, transpor""
10,Não tem programa para combater a fome/miséria/pobreza
11,Falta construir novas casas/´programa habitacional
12,Outro (descreva):",91
Q_49_S,"Label: 15.4. Por que avalia dessa forma, REGULAR NEGATIVO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",92
Q_50,"Label: 15.5. Por que avalia dessa forma, RUIM?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Não investe na saúde/precária/ruim/faltam hospitais e postos
2,Não investe na segurança/muita violência
3,Incompetente/fraco
4,Não faz/cumpre as promessas de campanha
5,Falta política para gerar emprego
6,Não investe na educação/não constroi novas escolas e creches
7,Não combate a fome/miséria/pobreza
8,Não investe na infraestrutura da cidade
9,Não asfalta ruas e avenidas/recapeamento
10,Desonesto/corrupto
11,Outro (descreva):",93
Q_50_S,"Label: 15.5. Por que avalia dessa forma, RUIM? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",94
Q_51,"Label: 15.6. Por que avalia dessa forma, PÉSSIMO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Não investe na saúde/precária/ruim/faltam hospitais e postos
2,Não investe na segurança/muita violência
3,Incompetente/fraco
4,Não faz/cumpre as promessas de campanha
5,Falta política para gerar emprego
6,Não investe na educação/não constroi novas escolas e creches
7,Não combate a fome/miséria/pobreza
8,Não investe na infraestrutura da cidade
9,Não asfalta ruas e avenidas/recapeamento
10,Desonesto/corrupto
11,Outro (descreva):",95
Q_51_S,"Label: 15.6. Por que avalia dessa forma, PÉSSIMO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",96
Q_52,"Label: 16. Na sua opinião, qual foi a(o) principal obra, programa ou realização da administração do Prefeito Alcides Bernal? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Obras de saneamento/esgoto
2,""Programas de prevenção à saúde (à criança, à mulher, ao idos""
3,Obras viárias(asfalto em ruas e avenidas)/operação tapa-bura
4,""Investimento na educação (entrega de material escolar, table""
5,Programa de Agendas comunitários de Saúde (PSC's) e/ou PSF's
6,Obra Orla Morena (urbanização ferrovia)
7,Investimento em habitação (distribuição de casas)
8,Obras de infraestrutura e drenagem
9,Reforma CEINF'S
10,Construção ou reforma de postos de saúde/UPA's
11,OUTRO (DESCREVA):
12,Não se lembra
13,NS/NR",97
Q_52_S,"Label: 16. Na sua opinião, qual foi a(o) principal obra, programa ou realização da administração do Prefeito Alcides Bernal?  [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",98
Q_53,"Label: 17. Na sua opinião, em que área que a administração do Bernal está MAIS ACERTANDO?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Saúde
2,Segurança
3,Educação
4,Emprego
5,Situação das ruas (buracos)
6,Limpeza urbana
7,Habitação
8,Falta de creches
9,Iluminação pública
10,Transporte público
11,Saneamento básico/falta de esgoto
12,Pobreza
13,Outro (descreva)
14,NS/NR
15,Tudo",99
Q_53_S,"Label: 17. Na sua opinião, em que área que a administração do Bernal está MAIS ACERTANDO? [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",100
Q_54,"Label: 18. Na sua opinião, em que área que a administração do Bernal está MAIS ERRANDO? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Saúde
2,Segurança
3,Educação
4,Emprego
5,Situação das ruas (buracos)
6,Limpeza urbana
7,Habitação
8,Falta de creches
9,Iluminação pública
10,Transporte público
11,Saneamento básico/falta de esgoto
12,Pobreza
13,Outro (descreva)
14,NS/NR
15,Tudo",101
Q_54_S,"Label: 18. Na sua opinião, em que área que a administração do Bernal está MAIS ERRANDO?  [Other (specify)]
Format: A50
Measure: Nominal
Display Width: 50",102
Q_55,"Label: 19. Na hora de escolher um candidato a prefeito, o(a) Sr(a) prefere votar... (LEIA OPÇÕES):
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Na reeleição do prefeito Bernal para que continue a maioria 
2,Em um candidato que mude a maioria das coisas que o prefeito
3,NS/NR",103
Q_56,"Label: 20. Em relação a expectativa que o(a) Sr(a) tinha em relação à administração do Prefeito Alcides Bernal, como se sente HOJE? 
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Decepcionado com o desempenho do prefeito no mandato
2,Indiferente
3,Satisfeito com o desempenho do prefeito no mandato dele
4,NS/NR",104
Q_57,"Label: 21. A Câmara de Vereadores cassou o mandato do Prefeito Bernal, fala-se que houve um golpe. Na sua opinião: (LER OPÇÕES)
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Houve um golpe?
2,""Não houve golpe, ele foi cassado na verdade por corrupção?""
3,NS/NR",105
Q_58,"Label: 22. Considerando que o Prefeito Bernal governa a cidade há 01 ANO E MEIO, para o(a) Sr(a)... (LEIA OPÇÕES):
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Ele merece uma segunda chance?
2,Campo Grande merece um novo prefeito?
3,NS/NR",106
T_59_1,"Label: Governador Reinaldo Azambuja
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",107
T_59_2,"Label: Ex Governador André Pucinelli
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",108
T_58_4,"Label: Nelsinho Trad
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",109
T_58_5,"Label: Deputado Zeca do PT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",110
T_58_6,"Label: PT
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",111
T_58_7,"Label: PMDB
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",112
T_58_8,"Label: Lula
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",113
T_58_9,"Label: Michel Temer
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",114
T_58_10,"Label: Aécio Neves
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",115
T_58_11,"Label: Serra
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",116
T_58_12,"Label: Fernando Henrique Cardoso
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",117
T_58_13,"Label: Família Trad
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria com certeza no candidato apoiado por ele(a)
2,""Poderia votar, mas dependendo do candidato""
3,Não votaria no candidato apoiado por ele(a)
4,Não levaria isso em conta na hora de escolher o candidato
5,NS/NR",118
Q_60,"Label: 24. Na hora de escolher um candidato a prefeito, o(a) Sr(a) (LEIA OPÇÕES):
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Votaria em qualquer candidato apoiado pelo Governador Reinal
2,Poderia votar em um candidato apoiado pelo Governador Reinal
3,Não votaria em nenhum candidato apoiado pelo Governado Reina
4,NS/NR",119
Q_61,"Label: 25. Na sua opinião, o futuro Prefeito de Campo Grande ser do mesmo partido, grupo ou aliado do Governador do Estado, Reinaldo Azambuja, seria ótimo, bom, regular, ruim ou péssimo? Se regular, positiva ou negativa?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,Ótimo
2,Bom
3,Regular positivo
4,Regular negativo
5,Ruim
6,Péssimo
99,NS/NR",120
T_62_1,"Label: Partido político que mais gosta?
Print Format: F8.0
Write Format: F8.2
Measure: Nominal
Display Width: 8
Missing Values: -1

Value,Label
1,PMDB
2,PTB
3,PDT
4,PT
5,DEM
6,PC DO B
7,PSB
8,PSDB
9,PTC
10,PSC
11,PMN
12,PRP
13,PPS
14,PV
15,PT DO B
16,PP
17,PSTU
18,PCB
19,PRTB
20,PHS
21,PSDC
22,PCO
23,PTN
24,PSL
25,PRB
26,PSOL
27,PR
28,PSD
29,PPL
30,PEN
31,PROS
32,SD - SOLIDARIEDADE
33,NOVO
34,REDE
35,PMB
36,Nenhum
37,Todos
38,NS/NR",121
